Enrichment,up/down,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO,down-regulated,GO:0046173,polyol biosynthetic process,6/374,64/23355,0.000555413,1,0.054154347,56193/20751/234779/67078/19091/57028,6
GO,down-regulated,GO:0035725,sodium ion transmembrane transport,9/374,145/23355,0.00056422,1,0.054154347,338370/102857/13491/53416/14664/243616/330953/54403/110893,9
GO,down-regulated,GO:0014020,primary neural tube formation,8/374,120/23355,0.00071038,1,0.06617749,19206/22418/14312/20460/30841/12160/14362/22772,8
GO,down-regulated,GO:0008589,regulation of smoothened signaling pathway,7/374,94/23355,0.000791943,1,0.071667875,56788/19206/14183/19883/22771/269941/14184,7
GO,down-regulated,GO:0007409,axonogenesis,18/374,483/23355,0.000865102,1,0.076113761,18612/110532/19206/22418/27279/11444/13844/14183/104382/14472/20466/239250/11538/14184/64290/80883/22772/22152,18
GO,down-regulated,GO:0007005,mitochondrion organization,18/374,489/23355,0.000994784,1,0.084699106,66400/110175/56046/11632/67264/66359/53375/66169/14467/12850/66091/67184/26926/18673/69773/66075/13853/225887,18
GO,down-regulated,GO:0032413,negative regulation of ion transmembrane transporter activity,6/374,72/23355,0.001040003,1,0.084699106,13491/53416/76742/14664/13844/67704,6
GO,down-regulated,GO:0032411,positive regulation of transporter activity,8/374,128/23355,0.001082693,1,0.084699106,18753/13491/53416/14664/13844/14467/234779/19091,8
GO,down-regulated,GO:0010257,NADH dehydrogenase complex assembly,5/374,49/23355,0.001096388,1,0.084699106,67264/66091/67184/26926/225887,5
GO,down-regulated,GO:0032981,mitochondrial respiratory chain complex I assembly,5/374,49/23355,0.001096388,1,0.084699106,67264/66091/67184/26926/225887,5
GO,down-regulated,GO:0043552,positive regulation of phosphatidylinositol 3-kinase activity,4/374,30/23355,0.001275844,1,0.090881074,22325/18595/57257/14184,4
GO,down-regulated,GO:0051402,neuron apoptotic process,13/374,303/23355,0.001291176,1,0.090881074,78928/110532/11798/30841/80857/26926/13799/13390/18105/11538/14184/64290/18546,13
GO,down-regulated,GO:0021903,rostrocaudal neural tube patterning,3/374,14/23355,0.001300468,1,0.090881074,12151/30841/14472,3
GO,down-regulated,GO:1902931,negative regulation of alcohol biosynthetic process,3/374,14/23355,0.001300468,1,0.090881074,56193/12160/19091,3
GO,down-regulated,GO:0030278,regulation of ossification,8/374,132/23355,0.001319875,1,0.090881074,74499/56788/22418/26379/80752/269941/14184/338352,8
GO,down-regulated,GO:0008543,fibroblast growth factor receptor signaling pathway,6/374,76/23355,0.00137958,1,0.092971021,22418/80752/14183/80857/219134/14184,6
GO,down-regulated,GO:0043550,regulation of lipid kinase activity,5/374,52/23355,0.001436999,1,0.094823038,22325/18710/18595/57257/14184,5
GO,down-regulated,GO:0061180,mammary gland epithelium development,6/374,78/23355,0.00157819,1,0.101143224,18612/19206/22418/77889/14183/64290,6
GO,down-regulated,GO:0030177,positive regulation of Wnt signaling pathway,8/374,136/23355,0.001596644,1,0.101143224,13205/22418/11798/76425/14183/107351/329252/14184,8
KEGG,up-regulated,mmu04510,Focal adhesion,17/177,201/8979,4.06516E-07,0.000101629,8.98614E-05,12390/12833/22371/109711/16776/12834/21828/18596/21827/14254/14205/12826/12827/19417/81877/67938/26417,17
KEGG,up-regulated,mmu04512,ECM-receptor interaction,10/177,88/8979,8.2145E-06,0.002053626,0.000907919,12833/22371/16776/12834/21828/21827/12826/12827/81877/242022,10
KEGG,up-regulated,mmu05022,Pathways of neurodegeneration - multiple diseases,21/177,471/8979,0.000371804,0.092950975,0.027396077,53623/327954/12977/110084/110082/22410/12322/19055/67443/12669/19058/14800/56087/19094/68922/26417/17708/17719/17721/17711/100101919,21
KEGG,up-regulated,mmu04151,PI3K-Akt signaling pathway,17/177,359/8979,0.000705982,0.176495607,0.039014818,12833/22371/12977/16776/20181/12834/21828/18414/18596/21827/14254/14205/12826/12827/12669/81877/26417,17
KEGG,up-regulated,mmu04810,Regulation of actin cytoskeleton,12/177,220/8979,0.001338,0.334500108,0.059153703,109711/76884/18596/108100/404710/12669/245857/67938/12672/19241/20315/26417,12
KEGG,up-regulated,mmu04720,Long-term potentiation,6/177,67/8979,0.00198802,0.497005075,0.064836817,20112/12322/19055/19058/14800/26417,6
KEGG,up-regulated,mmu05031,Amphetamine addiction,6/177,69/8979,0.002312049,0.578012131,0.064836817,53623/14282/12322/19055/19058/14800,6
KEGG,up-regulated,mmu04723,Retrograde endocannabinoid signaling,9/177,148/8979,0.002572481,0.643120309,0.064836817,53623/104110/14404/14800/19094/26417/17719/17721/72961,9
KEGG,up-regulated,mmu04114,Oocyte meiosis,8/177,121/8979,0.002639785,0.659946172,0.064836817,104110/20112/12322/12877/19055/19058/19094/26417,8
KEGG,up-regulated,mmu04360,Axon guidance,10/177,181/8979,0.003046678,0.761669391,0.067347609,12322/107448/53972/19055/231148/19058/245857/67938/20315/26417,10
KEGG,up-regulated,mmu04380,Osteoclast differentiation,8/177,128/8979,0.003735064,0.933765992,0.075058702,14282/12977/19055/19058/19261/16477/19094/26417,8
KEGG,up-regulated,mmu04010,MAPK signaling pathway,13/177,294/8979,0.005356322,1,0.091013482,12290/12977/20112/18596/19055/14254/14205/19417/19395/19058/19094/15512/26417,13
KEGG,up-regulated,mmu04974,Protein digestion and absorption,7/177,108/8979,0.005389014,1,0.091013482,12833/12834/12831/12826/12827/107581/232975,7
KEGG,up-regulated,mmu04310,Wnt signaling pathway,9/177,169/8979,0.006170103,1,0.091013482,22410/12322/21372/81004/19055/16348/14735/19058/114606,9
KEGG,up-regulated,mmu05014,Amyotrophic lateral sclerosis,15/177,369/8979,0.006175915,1,0.091013482,327954/110084/110082/19055/67443/19058/14800/56087/19094/68922/17708/17719/17721/17711/100101919,15
KEGG,up-regulated,mmu04724,Glutamatergic synapse,7/177,113/8979,0.006878739,1,0.095035216,53623/104110/19055/19058/14800/26417/72961,7
KEGG,up-regulated,mmu05033,Nicotine addiction,4/177,40/8979,0.007671836,1,0.09634443,53623/14404/14800/72961,4
KEGG,up-regulated,mmu04020,Calcium signaling pathway,11/177,240/8979,0.007845189,1,0.09634443,12290/104110/12322/18596/228550/19055/14254/14205/12669/19058/19229,11
KEGG,up-regulated,mmu04670,Leukocyte transendothelial migration,7/177,118/8979,0.008654979,1,0.100695046,109711/58187/12562/67938/19094/19229/20315,7
KEGG,up-regulated,mmu04015,Rap1 signaling pathway,10/177,214/8979,0.009722724,1,0.107461686,12977/104110/106952/18596/14254/14205/19395/51791/19094/26417,10
KEGG,up-regulated,mmu04024,cAMP signaling pathway,10/177,220/8979,0.011663527,1,0.122307325,53623/104110/106952/12322/381853/12669/14800/232975/20606/26417,10
KEGG,up-regulated,mmu05165,Human papillomavirus infection,14/177,362/8979,0.012172491,1,0.122307325,12833/27060/22371/16776/12834/21828/22410/18596/13555/21827/12826/12827/81877/26417,14
KEGG,up-regulated,mmu04971,Gastric acid secretion,5/177,75/8979,0.015994774,1,0.149487157,14459/104110/12322/232975/20606,5
KEGG,up-regulated,mmu05016,Huntington disease,12/177,302/8979,0.016230034,1,0.149487157,53623/327954/110084/110082/14800/56087/68922/17708/17719/17721/17711/100101919,12
KEGG,up-regulated,mmu04659,Th17 cell differentiation,6/177,105/8979,0.017407684,1,0.153920575,20852/20181/19055/19058/19094/26417,6
KEGG,up-regulated,mmu04022,cGMP-PKG signaling pathway,8/177,173/8979,0.021015937,1,0.178678008,17261/104110/19055/230103/16523/19058/232975/26417,8
KEGG,up-regulated,mmu04370,VEGF signaling pathway,4/177,58/8979,0.027134049,1,0.222150108,19055/19058/19094/26417,4
KEGG,up-regulated,mmu04658,Th1 and Th2 cell differentiation,5/177,88/8979,0.029656256,1,0.234128337,20852/19055/19058/19094/26417,5
KEGG,up-regulated,mmu04912,GnRH signaling pathway,5/177,90/8979,0.032254441,1,0.245859621,104110/12322/19094/19229/26417,5
KEGG,up-regulated,mmu04914,Progesterone-mediated oocyte maturation,5/177,92/8979,0.034990882,1,0.251526326,104110/20112/12877/19094/26417,5
KEGG,up-regulated,mmu04611,Platelet activation,6/177,124/8979,0.035713412,1,0.251526326,22371/104110/19395/67938/19094/26417,6
KEGG,up-regulated,mmu05222,Small cell lung cancer,5/177,93/8979,0.03641143,1,0.251526326,16776/20181/13555/12826/12827,5
KEGG,up-regulated,mmu04960,Aldosterone-regulated sodium reabsorption,3/177,38/8979,0.038376849,1,0.252293627,83814/232975/26417,3
KEGG,up-regulated,mmu05020,Prion disease,10/177,268/8979,0.039181051,1,0.252293627,12390/19055/19058/19094/15512/26417/17708/17719/17721/17711,10
KEGG,up-regulated,mmu04014,Ras signaling pathway,9/177,232/8979,0.039946491,1,0.252293627,12977/23872/18596/19415/14254/14205/19417/19395/26417,9
KEGG,up-regulated,mmu04926,Relaxin signaling pathway,6/177,129/8979,0.042034706,1,0.254696554,104110/14205/12826/12827/19094/26417,6
KEGG,up-regulated,mmu04144,Endocytosis,10/177,272/8979,0.042631352,1,0.254696554,12390/106952/83814/227700/66371/140500/73728/15512/259300/330319,10
KEGG,up-regulated,mmu04713,Circadian entrainment,5/177,98/8979,0.044043671,1,0.256209722,53623/104110/12322/14800/26417,5
KEGG,up-regulated,mmu05135,Yersinia infection,6/177,134/8979,0.04902141,1,0.269313518,20112/108100/19094/19229/26417/330319,6
KEGG,up-regulated,mmu04933,AGE-RAGE signaling pathway in diabetic complications,5/177,101/8979,0.049050742,1,0.269313518,14205/12826/12827/19094/26417,5
KEGG,down-regulated,mmu00190,Oxidative phosphorylation,10/176,135/8979,0.000308617,0.082400753,0.0672285,67126/12867/66445/67264/66091/67184/57423/27425/11958/225887,10
KEGG,down-regulated,mmu04714,Thermogenesis,13/176,231/8979,0.000599797,0.16014573,0.0672285,67126/12867/70127/66445/67264/66359/66091/67184/57423/27425/11958/19091/225887,13
KEGG,down-regulated,mmu05415,Diabetic cardiomyopathy,12/176,211/8979,0.000887043,0.236840404,0.0672285,67126/12867/18753/66445/67264/18710/18597/66091/67184/18798/225887/434233,12
KEGG,down-regulated,mmu04062,Chemokine signaling pathway,11/176,192/8979,0.001365841,0.364679464,0.070950503,14773/22325/170758/20851/20418/18753/64337/18710/57257/234779/18798,11
KEGG,down-regulated,mmu04510,Focal adhesion,11/176,201/8979,0.001968769,0.52566128,0.070950503,22325/170758/20418/11798/21923/18710/18595/57342/57257/70549/434233,11
KEGG,down-regulated,mmu04742,Taste transduction,7/176,92/8979,0.002131087,0.569000282,0.070950503,18575/14816/14399/64337/330953/18798/268934,7
KEGG,down-regulated,mmu05230,Central carbon metabolism in cancer,6/176,69/8979,0.002247091,0.599973315,0.070950503,216019/18710/18595/14183/18597/14184,6
KEGG,down-regulated,mmu04360,Axon guidance,10/176,181/8979,0.002924503,0.780842325,0.070950503,170758/57764/19206/22418/22065/13844/18710/319713/234779/80883,10
KEGG,down-regulated,mmu00640,Propanoate metabolism,4/176,31/8979,0.002968608,0.792618452,0.070950503,52665/13382/93747/66904,4
KEGG,down-regulated,mmu04015,Rap1 signaling pathway,11/176,214/8979,0.003206915,0.856246265,0.070950503,22325/170758/18710/18595/14183/80857/57257/227377/18798/70549/14184,11
KEGG,down-regulated,mmu05010,Alzheimer disease,16/176,383/8979,0.003432559,0.916493265,0.070950503,67126/12867/22412/22418/66445/67264/18710/53857/66091/67184/14370/277468/18798/14362/225887/22152,16
KEGG,down-regulated,mmu01521,EGFR tyrosine kinase inhibitor resistance,6/176,79/8979,0.004437802,1,0.084084673,20418/18710/18595/14183/234779/14184,6
KEGG,down-regulated,mmu05022,Pathways of neurodegeneration - multiple diseases,18/176,471/8979,0.00498475,1,0.087182664,68015/67126/12867/22412/14816/22418/66445/67264/22065/53857/66091/67184/14370/18798/218460/14362/225887/22152,18
KEGG,down-regulated,mmu05012,Parkinson disease,12/176,264/8979,0.005691927,1,0.090803239,68015/67126/12867/66445/17161/67264/53857/66091/67184/277468/225887/22152,12
KEGG,down-regulated,mmu04550,Signaling pathways regulating pluripotency of stem cells,8/176,140/8979,0.006186147,1,0.090803239,22412/22418/12151/18710/14183/14370/14362/14184,8
